Name,Location,Username,Date Inserted,Review,Rating,Food,Service,Price,Food Key,Service Key,Price key
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",CorinnaS107,43872,We were recommended Yum Cha restaurant by our hotel. We are definitely not fussy eaters but we have experienced better tasting items practically anywhere else - nothing specia,2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",georgepaipai,43852,Prot,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",LinoSheffield,43851,A meal here was part of a cruise excursion. You'd be hard pressed to find the entrance amongst the rabbit warrens of Singapore's China town. Must be popular as there was a fair queue to get in. Service was very quick and the food was served hot and all was tasty. No complaints from our group of 20.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Marcusmeow,43846,"Had a gathering with friends here. Wide varieties of foods mainly snacks (dim sum) to choose from. Good foods provided. To get the best out of the foods, it is best consumed while it is hot. We even ordered a prosperity to ",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",nicholasw729,43831,Tried after much feedback from friends on the place. Overall the food was good and staff was quite attentiv,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",joeschmitt2018,43795,"admittedly, it is hard to find in the hearth of Singapor´s Chinatown: you have to walk up one storey and the way is not really inviting - it is dirty to be straight. BUT, inside it is like ion an old-time Chinese busy place, with waitresses that have aged with the restaurant and that will help you with the right choices aminos the many delicacies. I just love all these different dumplings and fish and appetizers - and all come in small portions - so best is to come with a group and sha ",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",lizard007,43792,"we ordered pork steamed buns - good taste and sufficient filling, shrimp mango dumplings - good for what they are, and half a peking duck, which was the worst we have ever had (and we have enjoyed peking duck all over the world). little flavor in skin, wrapped in wonton wrappers not pancakes, and the duck itself was tasteless and tough. what was worse, the staff seemed to have no appreciation that when your guests don't eat an item that they should ask what the problem is and perhaps made an adjusted to the bill. we should have returned the various Hawkers",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",linda d,43752,I visited this restaurant today.It was recommended by my hotel.My daughter and myself have a shellfish allergy and are nervous eating in restaurants when we don’t speak the language.A lady called Susan helped us pick some dishes that were suitable.She was so helpful and the food was delicious. I would recommend this restaurant and hopefully will go again.,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Roara74,43733,We really enjoyed our visit & brunch here! Tasty foods! It’s hectic and busy but a lot of fun! Lots of foods for all tastes!!,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Kathleenlim,43728,"Recommended by a friend as a good place for dim sum but I find the food average & ambience poor. It was noisy & the air carried a strange musky stench. Thought the char siew pau tasted like factory-made ones that could be found at most coffee shops. The vegetarian noodles seemed pretty oily & lacking in taste. Dim sum were so-so. However, the saving grace was the scallop congee which was smooth & nice.",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Zoestar10,43725,Was busy lunchtime in Chinatown but we waited less than 5 minutes were seated at a good sized table for the 5 of us and we were served quickly and it was yum! Can highly recommend the olive fried rice - sounds unusual but it was delicious.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",csgohan4,43724,We came here due to the reviews and was easy to fi,2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Ghadeer2014,43722,"We had dinner at the Yum Cha Restaurant guided by Mrs. Magi (Tour East Company). I requested a vegetarian set menu. The rest of the group had chicken and seafood. My set menu consisted of a corn soup, eggplant side dish, vegetable rice & broccoli. My dessert was the smooth mango pudding with mango chunks. The soup was ok, the eggplant was tasty, the rice was ok too, broccoli was simple and the pudding was perfect, it was cool and not too sugary. The place was packed with diner ",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Paradise716833,43719,"Quality of dumplings was average to good (so 3-4 stars of 5). Be careful with „extras“ like tea, which is normally free, costs 1.8$ per person, also the towels and 20 peanuts.",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",WendyMcL13,43713,We found this restaurant after a recommendation by the barman in our hotel. We took his advice and were not disappoint,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",RichardT652,43701,"Revisited after a two year absence. This is the third time we have lunched here , only because we were told of a good Yum Cha restaurant but not its name, so we found ourselves back once more. I have previously reviewed this restaurant and we had decided to not return owing to the dreadful condition of the lavatories. ( This time a little better). On this occasion we were tired and hungry and decided to give it another try as the food had been good. Once more we were not disappointed with food quality. Service ranged from polite and helpful to stony silence. Another reviewer has commented that you will be charged for the peanuts on your table, whether or not you eat them. We did not see if the peanuts had been left by previous diners or refreshed or completely replaced so it is better to ask them to be removed. Who knows where the fingers of previous diners have been? You will also be charged for the face wipes provided instead of napkins. A small charge in the overall price, which is not cheap, but, in Australian terms, a RIP OFF!",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Sarah R,43696,We recently visited Yum Cha as part of a group tour package which included dinner on a visit to Chinatown and various sites around Singapore. We were really surprised by the quality and selection of the food we were provided here. The sweet and sour fish was great! Only negative was that we felt a bit rushed to eat everything served.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Borman B,43688,"Beware! They will even charge you for napkins and peanuts, the dim sum was good and overall food is good but beware you will get charged for the tea the peanuts and towels that you never ordered, food is already a bit expensive and you still need to pay for stuff you don't normally have to pay for and is already served on the table, I was charged SG$ 4.00 for just a handful of peanuts that were on the table before we sat down, also wet napkins...",1,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Harumi18,43683,I was held back by their price tags & ordered only a few dishes to try. I think their food can be easily found elsewhere at a cheaper price. You just have to know where to look. This eatery makes money off tourists. Just one look & you kn,3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Disappoint_anonymous,43682,"Worse Worse Worse. Wait Wait Wait. We asked one of the push cart auntie and she reply us, 'That is not my sector. (Xiao LongBao) I can't check for you'.You have to wait more LONGER loh!'Then she keeps on selling the speciality signature food in her push car ",1,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",mac_kara,43663,This was the first time that we went to this yum cha restaurant. We had a nice and enjoyable lunch. We didn't have a reservation however they made room for,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",carolw181,43660,We went to this restaurant on our first night in Singapore as we were recommended it but it was disappointing. We thought we were going to have a proper yum cha all inclusive price but we didn’t. The food we ate was a lot of battery dough type food and weren’t sure of many other dishes. There wasn’t a great selection to choose from. Ate T far better places while we stayed in China town. Not expensive.,3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Ghoony,43655,"I‘d not come back here again, there are better options around. Taste wasn’t impressive, big parts of the menu weren’t available, service was there ... but not really into serving with passio ",2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Ian B,43649,"We were 4 couples who arrived without a booking but they were able to sit us within 2 minutes. Peanuts and wipes were provided on the table, which we found out when paying the bill are charged for (peanuts S$2). Ladies bring carts around with the various baskets of dumplings etc and the dishes ordered are recorded under the relevant price section on the paper sheet located on the table. We had chicken feet, crispy fish skins, prawn dumplings and a few other dishes that I have forgotten the names of. All the food tasted very good. The service was efficient and the ladies would explain all about each dish they showed you. Would come back if visiting Singapore.",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Neil S,43647,We had a lovely meal in Chinatown for dinner and decided to go back and find some yumcha (Dim Sum) for lunch.....and this place cam up in our sear,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",lamissy,43642,"Amazing dim sum, I had to visit my first day in Singapore as in my town in Spain, there are no restaurants that serve dim sum so when I landed, I headed for an amazing dinner there. I tried a few dishes and everything was mouthwatering. It wasnt expensive either bearing in mind that Singapore is not a cheap pla ",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",nigeltay92,43641,Most of the dishes were delicious with very few exceptions. It is not too expensive. Definitely worth visiting again!,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",simplytravelandeat,43632,Brought my father in law here for lunch to celebrate Father’s Day and the restaurant was packed. Not easy to get a parking lot to begin with. Waited about 25 min for a tab,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",taolxd,43625,"When was the last time you saw dimsum carts being pushed around? What a reminder of the old days. No computer menus for ordering with a pencil here, back to the ladies pushing carts and showing you their baskets of dumplings. And the food was very good t ",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",MrsAngieMP,43612,Service here was fantasti,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",ChristineKerravala,43576,"First, I’d like to say if you are looking for authentic Chinese food that locals frequent this is your go to and you won’t be disappointed. You may need to search a little to find it but it’s worth the effort in my opinion. The staff was friendly the food was great and we were very happy with everything. We were charged $2.00 for peanuts that were already on the table when we arrived that we never ate and 30 cents each for wet wipes (no napkins), I don’t really agree with this practice and only found out about it after we returned to our hotel. I personally don’t find it to be a huge deal but I would think if you mention it to the staff they would work with you on this if it’s a problem. I would definitely return and I recommend giving it a try if you are looking for a local restaurant for true authentic Dim Sum. ",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",dbverycherry,43560,Deliciousness served hot and well presented. Use the lift get to this restaurant upstairs if needed as stairs steep. Lift is accessable from the side entrance. Ask for table in the airconditioning area unless you are happy to overheat. Don't use the the wipes unless you want to be charged also the bowl of peanuts have a charge.We turned the peanuts down and they were taken away but once home found them on our bill $2. Tea is served almost right away but again is charged at $5.40 for three people. Make sure you remind the for your drinks order. We had to wait a good while but restaurant was busy at 12.30 mid d,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",landyeng8,43560,"Looking for a classic?  

It's been years since I took out-of-town guests to this place.

Located in Chinatown.  Simple, in a bit of a rundown building.

The dim sum dishes were ok.",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Brunmiester,43548,"On going up to pay the bill, I tapped my credit card on the card reader. It beeped as if approved, but apparently didn’t go through. Instead of saying, “I don’t know what happened/ the machine didn’t work/ sorry can you try again,” the cashier said: “I don’t trust you.” I pointed out trust is a very strong word. I asked if she could double check, and even after having paid in cash to make sure, she said “I don’t trust you, I don’t trust you.” Food is fine, but not worth the terrible customer service. There are plenty of other dim sum restaurants to choose from.",1,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Marcia R,43543,The restaurant is in the heart of Chinatow! It's a real chinese restaurant. The food and service is very good.,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",morganee553,43539,"Don't be frightened by the outside, and don't hesitate to take the elevator to this hidden restaurant. The place is not well-decorated, but it's full of local Chinese families, which is always a good sign. Staff is smiling and friendly, there is a great variety of dim sum options to choose from, but all of them are really good, tasty, with a lot of flavory juice inside! Much better than the so-called 'dim sum' specialist chain that is all over Singapore streets and malls... We loved it and will be back.",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",lauradp89,43537,"After reading reviews on this restaurant decided would be a great place to go for a 30th birthday. How wrong we were, the food was plain & tasteless. The service was poor with the waitress unfriendly & hovering over us staring at us while we ate. Then when the bill arrived turns out we were charged for tap water, peanuts we didn’t order and also the wet wipes. Very disappointing experience and would not waste your time trying this place. ",1,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",piggymimi,43531,"Fresh and delicious dim sum, great value and fast service, item options so many, highly recommend place to try Hong Kong dim sum!",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",K8brooks,43526,Popped in for lunch. The steamed dumplings were all delicious. Service was great with trolleys whizzing round with all the dishes to choose from. We got in just in time as the queue was huge when we lef,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",ellmktg,43522,We went for lunch at the recommendation of our hotel concierge and we both agree we had the best dim sum we have ever had.  Walking around Chinatown before and after lunch was a bonus.  The timing with Chinese new year made it more festive.,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",868johnnyc,43510,"Place are not very up today, very old fashioned, selection is very good but portions are small. Service is not bad, because of dim sum restaurant in Singapore are very limited, this may be a only choice you can find here.",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Fanny L,43505,"Right in the heart of China town, it features more then 40+ selection of dim sum, in traditional style from breakfast to all day dinning. Good selection of bean curd, poultry & meat, & seafood dishes. The name ‘Yum Cha’ means ‘drink tea’ in Cantonese. So no coffee even during breakfast. Operation style is typical HK-push cart style, stressful, don’t speak much English, the authentic way... Dim sum per head cost is less than S$25 per head, with the best dishes. After the feast you could explore Chinatown on foot for more Chinese culture immersion. The real and dying stuff in Singapore. ",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",BenGenn,43410,A wonderful way to eat away the afternoon with delicious dim sum - not the flashiest place but great food is what you should go here for. Enjoy!,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Sinag,43408,Friends and family had Dimsum from 4-6 PM and service was great. Food arrived fast. Be aware à la carte dishes (non-dimsum) are normally served only during lunch hours and after 5.30,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",FT3,43401,"If you like Dim Sum, give Yum Cha a try. It is on the second floor on a corner, but the doorway is obscured by street stal ",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Chump57,43396,"Probably my 1st experience of dim sum. Trolleys are brought around with different dishes and you request the ones you want. What you order is marked on a card and totaled at the end, The food we had was very good. The staff were generally efficient although on a couple of occasions we requested food not on the trolleys..on the first occasion we never got the order and the second occasion we had to ask twice. It had clearly been forgotten as the waiter was most apologetic. Didn't really spoil my enjoyme ",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Jhud69,43391,"A hidden gem in Singapore's Chinatown and a fabulous change from food court dining. This restaurant may be difficult to find as it's upstairs and signage is not clear. Once found never forgotten. A lift is located at an entry on another street (parallel). The decor is old and tired but in keeping of Vintage times. Staff are dressed in a lovely red themed uniform and are friendly and attentive. Bookings is recommended for large groups and during busy periods as it does get noisy, otherwise the wait isn't too long. Don't expect personalised or over service during peak times as the goal of staff is to serve food AS ",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",angelinvelle,43378,"It is my first time here at Yum Cha and since I am on leave on a weekday, I decided to use Fave voucher for the dim sum buffet. Went exactly at 3pm and the place was about 70% packed on a Friday afterno ",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",asanagirl2018,43378,Yum Cha was a family favorite when we lived here 8 years ago...I am very happy to say it is only better than I remember!,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",750ysc,43375,"Both Chinatown and Changi's branch do not serve dim sum buffet during weekend. Food was average. Service was average, could detect impatience but was not rude, waved a cheerful goodbye and please come again.Chinatown branch was at a dimly lit side road and on the second floor, signage was not bright so it is possible to miss its entrance. Huge restaurant with inner section closed as there were not many customers even on a Sunday night. ",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",grey_council,43359,"Visited this restaurant last weekend with my family. Had to wait a while as we were a party of 5 without any reservations. Got a seat soon enough and started ordering food - ordering as just pointing to the dim sum trolleys. One of the few rare restaurants that has dim sum trolleys where you just point at what you want. Har Gao (Steamed Prawn Dumplings) was excellent and very big - one of the best I have tasted. The rest were ‘good’ to ‘very good’. My Wife said that the Phoenix Claws were excellent (not my kind of thing). Overall, worth the trip there. Atmosphere was busy - not a place for quiet conversations ",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Lewis622015,43347,You could find traditional chinese food and snacks with reasonable price. Air-con comfort with many varieties to choose from the menu. There is also a buffet style during 2 to 6pm period with all you can eat.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",71aaront,43344,"The restaurant has a traditional feel to it. We were in a big group of 12 and the place was buzzing with patrons. Despite that, the service was courteous and prompt. Nice food with good value for money.",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",kjayne,43342,"We went for lunch, looked forward to a dim sum lunch in Chinatown, and saw it was a past “Excellence Award” winner from  ",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",BK889,43342,Very traditional dim sum restaurant serving a good variety of dim sum from a rolling cart and also you can order from the menu. I am a dim sum lover and this place is always great to go to. But be awrae it gets very crowded and you usually end up waiting on line unless you go at an off hour like 3:00PM. But it's worth it It can get bit loud and chaotic but that is part of the charm,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Joo L,43341,"The retaurant has changed its methods for selling dim sum. Instead of pushing their foods around in carts, you're expected to order from a order form. You don't get to see what you order unlike in the past, you get what you s ",2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",five195,43330,Porridge lukewarm and tasteless. Think the hospital porridge taste better. The pork rib with garlic is all fat can’t b eaten. The roasted duck is soggy duck. Disappointed.,1,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Jennifer Y,43319,"As a Cantonese, average dimsum cannot really be tolerated. Below are those I have eate ",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",LizM1302,43304,"One of the few places left in Singapore with trolley service yum Cha, this is a busy and delicious set up. Good selection of steamed and other dim sum as well as all the usual suspects in Yum Cha. Loud, busy and great for groups- you come here for a good time not a long time! Get there early or late if you don’t want to have to queue!",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",wanaskk10,43300,"Yummy yummy yummy especially dimsum, all staffs and service was very good also. I like everything here.",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",lindawC7104ML,43296,"We have just had the best Yum Cha in Chinatown in Singapore. Great food, fried noodle scallops, fried crab claws,Beijing duck,roasted pork all really good. Can highly recommend this experience in Chinatown.",5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Wennchan,43295,"I think a lot of customers will regret coming to this restaurant like myself and my family. The food is average and the service is extremely bad, especially when taking away the leftovers, they will lump everything into one box of different varieties like junk. When approach the stuff, they responded with very bad attitude and forcing us to accept their insincere apology. BE CAREFUL of coming to this place.",1,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",melmanprohero,43282,"Family decided to venture to Chinatown for Yum Cha at 10am Sunday morning and was not disappointed. There was no queue but still fairly crowded. Food was great , and had alot of variety with the waiters and waitresses pushing carts of dim sum goodness ",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",le_cookies,43280,Foods taste average. Nothing much special. Environment is a bit smelly unsure why. Not crowded. Easy accessable.,2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",VisitorfromWales123,43276,In fairness we may have made poor choices! The dim sum did seem to be more substantial than flavourful. Nice environment and staff.,3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",G6751NPkathyt,43273,"Not my first visit to Yum Cha Restaurant, happy that food and service still good. The aunties were very nice and attentive to my kids, ensuring food are served fast so that wont get hungry. Nice variety of dim sums, love most of the items. We enjoyed it. Would be nice if they can have family buffet rates/sets. Think kids do not eat too much so buffet price is slightly high, but overall experience, good!",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Daniel A,43272,A real treat if your visiting China Town. Its located on 2nd floor. A true foodie pit stop you must experience.,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",SGtin,43252,여러종류의 딤섬을 맛보고싶을때 방문합니다. 망고새우 들어간 딤섬과 새우 딤섬 정말 추천합니다 ! 평일 저녁에 가면 사람이 별로 많지 않아서 더 좋은것 같,5,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Jen Z,43248,"After a number of recommendations, we went to this restaurant for dinner. We ordered 3 dumpling dishes, a roast pork dish, vegetables and drin ",2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Kungski,43248,The unique selling point is the dim sum trolleys which brought back nostalgic memories when I was a child in Hong Kong. But that’s about it. The food is pretty average. The place is a bit tattered. Staff not particularly responsive. Any novelty value wears off very quickly.,2,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",mistereks,43239,"After a morning at Gardens by the Bay, my group of eight was famished. So we cabbed it to Yum Cha where we ordered so much food we were afraid we had overdone it. We hadn't. We ate it all. My mouth is watering remembering the meal. Four stars instead of five because service was a little chilly and a couple of dumplings were a little gummy (but we were at end of lunch service, which may have contributed to that).",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Texan C,43218,"After 30 plates of these Dim Sum, we could hardly use words to descri ",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",BarryL292,43206,"Been here a few times whenever I’m in Singapore, and haven’t been disappointed. For a change their congee with century eg is pretty god, and so is their chinese turnip cake. I can’t fault their service, which is generally fast and efficient and that’s it. It’s in an interesting part of town and the atmosphere is genuinely good.",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Joo L,43206,"Brought some friends from Switzerland for lunch there. Most of the dim sum were good except for the roast pork. The skin was not crispy at all and the meat was 80% fat and 20% lean. 
Prices were a little on the high side.",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",alvinmfaw,43205,A lot of variety of dim sum to choose from. Food is delicious. But be prepared to queue for one hour. Price is reasonable.,4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Justine v,43195,"We used to live in Singapore three years ago, and Yum Cha was one of the places we'd go to get good local Chinese food. The atmosphere used to be lively, as it was full of people. The food was still good, but there were only three other tables occupied throughout the time we were there for dinner. There are better places to go now. Sadly, it is not like it used to be.",3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Theresa Y,43185,"The restaurant is on the second floor, elevator is available. Air cond was good(Singapore is hot)
You have to try their Xiao Lun Bao! 
The mochi rice chicken (wrapped in leaves) weren’t that excellent.",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",sarankrits,43177,"The food is good and not expensive. Jasmine tea was very nice.
The air conditioning have some bad smell.",4,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",Travel_Girl_Reviews,43165,I was really underwhelmed about this restaurant which is a shame as there are so many other places nearby which I passed to get he,3,,,,,,
Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore",768AmyC,43154,"We happened to dine here as Tak Po is closed down, and we enjoyed our lunch a lo ",5,,,,,,
